"1494097529516040192,@Dana61895636 @amyklobuchar Why do you hate a democratic Ukraine and why do you support a Russian authoritarian regime?,",
"1494097529511817221,""My ancestors arrived in America in 1906 from Švenčionys and Anykščiai. Happy Independence Day to Lithuania! February 16, 1918, Lithuania rejected rule by both Germany and Russia. Brutal occupation by Nazis and then Soviets lasted from 1940 to 1991. https://t.co/IvJWC18aUd"",",
"1494097529033707522,""@xxxtellaaa putin simplesmente um dos políticos mais habilidosos vivos, o biden é um amador perto dele"",",
"1494097528488443909,""La región del Donbass, en el este de Ucrania, se encuentra bajo el control de grupos separatistas prorrusos desde julio de 2018 https://t.co/hfS2JxQ1zT"",",
"1494099234265698305,O Carluxo tá lá da Rússia votando CONTRA um projeto de lei que institui o Dia de Combate às Notícias Falsas (Fake News) no calendário da Cidade do Rio.\n\nSignifica? #CarluxoMamateiro https://t.co/NWujMpldLQ,",
"1494099046352531456,""I wrote for @Slate about the tacit acceptance of child abuse in figure skating, a sport I've followed for twenty years. Mind the triggers of descriptions of abuse and eating disorders. https://t.co/idu323qI27"",",
"1494097527200616448,@MMeatloaf7 PUTIN still in movie WAR,",
"1494097526668283904,""@brianstelter Which network was it that talked about Trump-Russia nonstop for 2 years, only to find out there was nothing to it?"",",
"1494097526156193793,@MichaelArt123 PUTIN better keep an eye on his… BORSCHT,",
"1494097525531234304,BBC News - Ukraine crisis: How much Russian money is there in the UK?\nhttps://t.co/ZDnpRpPKxF,",
"1494097525434990593,""Vereador do Mundo: Carluxo (Republicanos-RJ) falta à Câmara, de novo, para passear com o pai na Rússia. Essa já é, pelo menos, a 12ª viagem internacional que Bolsonaro leva um dos filhos. Nenhum deles compõe o governo e gasto é público (Fórum)"",",
"1494097524461764609,На дорогах Киева заметили необычное авто: Mercedes «переодели» в ковер - Судебно-юридическая газета https://t.co/4T9U7ERmkN,",
"1494099271188164611,""Pera, to confusa, as urnas são invioláveis e seguras ou sujeitas a ataques cibernéticos da Rússia?"",",
"1494097524226990083,PS - Rep @jenna_persons has shamefully remained silent on this attack. Rep. Persons-Mulicka picks and chooses which constituents she represents and sits with her arms crossed as her colleagues describe what her constituents face when seeking health care. We deserve better.,",
"1494099270496096262,@MuellerSheWrote @zipillinois Just wait until they find out TRUMP®️ MAKE AMERICA GREAT AGAIN®️ Trademark/Brand Paralegal went to Saratov State Law School in RUSSIA https://t.co/cymWqq7SL2,",
"1494098848771452929,""Namore alguém que te olhe, como o Putin olha para o Bolsonaro 😍😅 https://t.co/U8lxEsPmyK"",",
"1494097522276458501,🚨 BREAKING: CNN reports that #Russia has added 7000 troops along the #Ukraine border in recent days,",
"1494099170163970049,""Hillary Clinton lashes out at Donald Trump, Fox News over Durham probe: ‘Spinning up a fake scandal’ \n#JustTheNews \nhttps://t.co/aW1rQmYMiw"",",
"1494099038811332615,ASIO boss Mike Burgess with a clear repudiation of the PM’s attack on the Oppn in today’s Question Time. On politicisation of national security: “...politics is for the politicians but I’m very clear with everyone that I need to be that that’s not helpful for us”. Bang. @abc730 https://t.co/ArrxzfgtFS,",
"1494097521328926723,ドイツ、ショルツ外交に大変厳しいコラム。これはここ数日の話への不満ではない。\nChancellor Olaf Scholz flew to Moscow to try to stem the Ukraine emergency. But you can't negotiate with Putin from a position of weakness https://t.co/0iGPgn9MWR,",
"1494097521131462658,#sensex #BankniftyNifty\n#nseindia #BSE #StockMarketindia\nhttps://t.co/yn9F53xweV,",
"1494099077356822528,""Declaração conjunta 🇧🇷Bolsonaro e 🇷🇺Putin.\n\nPutin apoiou o Brasil na questão da Amazônia, reconhecendo nossa soberania. Obrigado, Presidente Putin👍 https://t.co/2x4bxj1LzH"",",
"1494097520477319171,""Quero saber quem financia os 🤖 🤖 🤖 🤖 🤖  do Carluxo mamateiro enquanto ele passeia pela Rússia com Bolsonaro Comunista.\nSerá que STF, TSE e PGR também querem?\n#CarluxoMamateiro\n#BolsonaroComunista https://t.co/RlPoA0jPiS"",",
"1494098989121220614,UM TRAPALHÃO NO KREMLIN. Bolsonaro tem a incrível capacidade de estar no lugar errado e na hora errada. Sua inexplicável ida à Russia neste momento nos antagoniza com todo o Ocidente e é mais um constrangimento para a diplomacia brasileira.,",
"1494098559242805252,Star Wars: Attack of the Clones - shot 1276 https://t.co/OF9f5Lk2uH,",
"1494097519390961664,Russia's baffling excuse for Kamila Valieva's failed drug test https://t.co/l6IqXfBdC8,",
"1494098706412539905,""Shorter NATO to Putin:\n \n“You do know we can see you, right?” https://t.co/kFavmlN2Sr"",",
"1494097518291992576,#WWEAsuka🤡 hip attack to Majin Buu https://t.co/vjgvIVdsHS,",
"1494097518241587201,""""""With Trump (preferably) or without him, we have no choice.”\n\nThe feds say that Oath Keepers founder Stewart Rhodes wrote to co-conspirators that Trump """"must know that if he fails to act, we will.”\n\nhttps://t.co/pXq4qRsekS"",",
"1494098800104906752,""Em seguida o Presidente participou do Encontro Empresarial Brasil–Rússia, com presença de empresários dos dois países. O ministro de Minas e Energia, Bento Albuquerque, acompanhou o encontro, que tratou, entre outros temas, da compra de fertilizantes russos pelo Brasil. https://t.co/iC401ED6JS"",",
"1494098451503722500,""Trevor Reed, an American who has been detained in Russia for more than two years, says he is coughing up blood and has not received medical care after prolonged exposure to tuberculosis in Russian prison, according to the US Embassy in Moscow https://t.co/racH5Q4w7w"",",
"1494099210320617472,Putin's Ukraine Strategy https://t.co/Uqd25hHRDc,",
"1494097941237317632,""Sucesso! Deus, soberania de países e povos, duas potências, acordos bilaterais, Amazônia é brasileira, respeito aos direitos internacionais e paz. Teve até um sorrisão feliz do Putin ao final! 🇧🇷🤝 https://t.co/B9WCCJxZtF"",",
"1494099037942734848,""He decided to sell the #bottle caps and donate the earnings to the family of a man who died of a heart attack at only 32-years-old, leaving behind three young children. https://t.co/eImhNc5iCq https://t.co/v95jEadoRC"",",
"1494098851338362880,""Direto da Rússia, o presidente Bolsonaro fala hoje, ao vivo, com Os Pingos nos Is https://t.co/s9WLaBH37h"",",
"1494097595970596867,""WaPo gift article: """"Thousands of frantic text messages\nthat might have otherwise been\nlost to history are now key to piecing together a picture of the events surrounding the Jan. 6 attack.""""\nhttps://t.co/pYIhROQ0Kf"",",
"1494097512881438720,""If Russia invades Ukraine, the United States and its allies are prepared to respond with penalties aimed at exacting economic pain and global isolation, US President Joe Biden says. https://t.co/Bd9eIi4jQB"",",
"1494099077851926528,ウクライナに関して、現時点では地政学的にプーチン大勝利との記事。露軍を用いた恫喝の前に西側が団結力の無さと軍事的脆弱さを露呈したことで、もはや確約なしでもEUが宇をNATOに入れることは無いだろうし、宇の側にも西側頼れないと悟らせる事で、今後の籠絡は容易になるとhttps://t.co/ZV5bF9YXsL,",
"1494097512549990406,hallow! im new to #anitwt / #anitwit im looking for mutuals :)\n\n☆ One Piece\n☆ Hunter x Hunter\n☆ Vinland Saga\n☆ Death Note\n☆ Jujutsu Kaisen\n☆ Black Clover\n☆ Bleach\n☆ JoJo's bizarre adventure\n☆ Attack on Titan\n☆ FMAB\n☆ Demon Slayer\n☆ Golden Time\n Def moree\n\nRts/like :),",
"1494097511283314689,Российский самолет опасно приблизился к самолетам ВМС США над Средиземным морем https://t.co/6kkNSWesKM,",
"1494099000416370689,""Senate GOP Leader McConnell praised Biden for his speech yesterday on Russia, saying """"there was much in the President's remarks that I appreciated"""""",",
"1494097510868131842,Doctor first thought brutal knife attack at his home by teen was Halloween prank https://t.co/82CLLrJWZk https://t.co/oR5PjgjbUM,",
"1494097510507372552,Bolsonaro insinuates Putin may have pulled back troops due to his trip to Moscow: “Coincidentally — OR NOT — Russian troops left the border [when my visit took place].” 🤦🏼‍♂️ https://t.co/OyC5owkuXU,",
"1494097510230495232,""@TimJDillon Go to Ukraine, fun trip 🇺🇦"",",
"1494097510041747456,@JacquiHeinrich if they pulled out  5k  and then sent in and additional 7k  then they did withdraw ....   sounds like putin using the same math they used to count biden ballots....,",
"1494097973499899904,Bolsonaro fazendo o Putin esperar e ainda toma a frente dele na saída da conferência de imprensa.\n\nO homi é doido d+\nKKKKKKKKKKK https://t.co/PjDCAGbNjH,",
"1494097509492617218,@AP Putin lied? Wow. So out of character for former KGB.,",
"1494097957083353089,""Putin'den adamına göre muamele!\nKremlin'de Brezilya Devlet Başkanı Bolsonaro'yu oldukça sıcak bir biçimde karşılayan Putin, Macron ve Scholz'u oturttuğu o uzun masa yerine, yan yana iki koltukta görüşme yaparak, dünyaya çok ilginç bir mesaj verdi. Peki dünya mesajı aldı mı? https://t.co/K0uSvTAszQ"",",
"1494099116388798465,16 February 2022. Meanwhile in Ukraine\n@mfa_russia https://t.co/59xuQjqSjQ,",
"1494097507449769987,Грузия поддерживает украинский народ в борьбе за свободу https://t.co/d1OGoXb2bb,",
"1494097615725768709,""Something very definitely has the Unionists spooked. Not for nothing are old scares and smears being resurrected. Pensions, Cybernats and 'Businesses will leave' were *classic* attack lines in 2014. Keep a beady eye on BBC Scotland and Glenn Campbell. Something's afoot."",",
"1494097544137293824,""DISTURBING NEWS: 8 Northerners confirmed killed yesternight Tuesday by Unknown Gunmen who invaded new Cattle Market in Omuma-Uzo, Ukwa West LGA of Abia State. Also shops were burnt and several cattle butchered. The state government has condemned the attack &amp; security reinforced https://t.co/Lf5pqbSMKe"",",
"1494097506384457729,""The stupidity of Blundell doxxing a donor list means orgs with anonymous donations will become the norm, which means China and Russia can donate without being tracked.  Nice job idiot. https://t.co/mocRYF9RCy"",",
"1494097505621053442,Why did Biden just offer Ukraine $1 billion to help its economy even though the US is currently suffering from runaway inflation?\n\n🤔,",
"1494097831442980864,""Now AMLO believes that anyone who comments on, investigates or studies politics should reveal their income?? Extraordinary attack on privacy and individual rights https://t.co/yRhLIGi8oa"",",
"1494097503699881986,I think Russia will invade Ukraine,",
"1494097503595151366,Ukraine under cyber attack as NATO suspects Russia’s de-escalation statement https://t.co/8nXce7aJBI,",PN
"1494099238594117643,今回のウクライナ情勢を終始冷静に見ていたTTF欧州天然ガス先物価格が遂に70ドルの下値支持線を破り60ドル台に突入しました。WTI原油先物価格が95ドル付近まで上昇した今、プーチンは欧州天然ガス価格を無理して高騰させる必要はなくなりました。\nhttps://t.co/CG6511wQj2 https://t.co/vAyNTjQXcA,",
"1494099245133090819,Anime: Attack on Titan https://t.co/KMAU5TZsZv,",
"1494097501846220801,""Diferentemente do Fla-Flu no âmbito interno, uma aproximação do Brasil com a Rússia não implicou, necessariamente, se afastar dos EUA. Um dos melhores momentos da relação entre Brasil e EUA nas últimas décadas (Bush-Lula) coincidiu com uma boa relação entre Lula e Putin. https://t.co/KGY1aLZ3Fc"",",
"1494097501644861443,@FoxNews Says The Putin Propaganda Network.,",
"1494097501133152262,@kaitlancollins And coincidentally the biggest cyberattack to hit the Ukraine just occurred as well.,",
"1494097498889244672,* Fukign.    Blushing\nHe's blue now!  That was your attack! * https://t.co/rjKljmKz8d,",
"1494099179613741056,""Tom Cotton accuses Dems of “flooding the streets with criminals” and is blocking all DOJ nominees, imperiling our nat’l security\n\nThe same guy lied about being an Army Ranger, told us to buy Greenland, &amp; may have been catfished by Russia\n\nYeah we should really listen to this dude"",",
"1494097595081572352,Israel refuses sale of Iron Dome missile defense system to Ukraine https://t.co/mlvxlFqzAF 今のウクライナ危機が発生する以前の購入交渉の話なので、やっぱりどうでもいいですね。今話すことではない。,",
"1494097498020929538,""With one exception,NATO's member Turkey.They may feel free to invade and occupy Cyprus and threaten with war NATO ally Greece.NATO's Charter Articles 1 and 2 systematically violated by a NATO member.Double standards? https://t.co/TyLqCLCZAk"",",
"1494098761177395202,""It’s so tragic and horrific dying by shark attack, and condolences to that person’s poor family. I find the “this is our home, how could this happen here?” commentary by others so strange though. The ocean is literally the shark’s home."",",
"1494097496607440907,Ukraine Invasion Scheduled for Wednesday Canceled\nhttps://t.co/PpqKZv2pce https://t.co/TwCCjkloxk,",
"1494097496171233284,🇷🇺🇺🇦 | El Kremlin también ha tratado de crear las bases para una justificar invasión a través de una campaña de propaganda en donde acusan a Ucrania de lanzar una ofensiva contra las áreas controladas por los separatistas en la región del Donbass. \nhttps://t.co/8riAtzHW2O,",
"1494099256638160899,🚨Brasil 🇧🇷/ Rússia 🇷🇺: A Rússia confirmou que é a favor da inclusão do Brasil na lista de membros permanentes do Conselho de Segurança da ONU. A informação foi dada a jornalistas nesta quarta (16) pelo chanceler russo S. Lavrov após conversas com o chanceler brasileiro C. França,",
"1494097495521214466,I'm tired of tweeting every time there's like a new twist so next time I'm talking about the Ukraine crisis either Russians are bombing Ukraine or the other way around https://t.co/Fh1qKR6afj,",PN
"1494098462375550978,ロシア、ウクライナに「限定的」軍事攻撃か＝エストニア情報当局 https://t.co/yxXSL2HkT2,",
"1494097494938210318,@RudyHavenstein If I remember correctly that's what happened after the fall of the Soviet Union. The exact amount of money pumped in to Russia ended up in offshore accounts.,",
"1494097494912999424,@20thgrader There was never an attacked this made up by Biden Administration..Putin is laughing at Biden..Biden got played..,",PN
"1494097494778732557,Another thoughtful essay from Andrew Michta https://t.co/EpzVH0BXYR,",
"1494097494535462913,""The Kremlin, Vladimir Putin and ice baths: Photos of life in Russia https://t.co/X2lo6j2rC6"",",
"1494099217664851969,""Quando o assunto é Rússia, revela-se um pragmatismo geopolítico q se impõe sobre praticamente todas as divergências ideológicas internas no Brasil nas últimas décadas. Não importa se é FHC, Lula, Dilma, Temer ou Bolsonaro: todos buscaram manter relações cordiais com a Rússia 🧵👇 https://t.co/ALhYcry4UB"",",
"1494097492203425792,""ah yes, my favorite signature sailor moon attacks https://t.co/mO3Ys6t7L1"",",
"1494097491993759748,""CONTINUED: “…which shows the coordination of attackers' actions, attracting a significant amount of resources to carry out this attack, but I repeat that the situation is under control and Ukraine is coping with this attack.""""\n\n(2/2)\n\nFrom NBC’s team in Ukraine."",",
"1494097491830226948,""This is holding up about as well as your Intelligence Community Assessment.\n\nWhich raises a question: Why did you brief/warn Obama on Clinton's plans, send a memo re: those plans to Comey/Strzok and then set about establishing the Russia narrative that Clinton's plan called for? https://t.co/qXeuXj5ThN"",",
"1494097491503239168,""two of the largest propaganda arms in the world are playing a game of """"no u"""" with Ukraine"",",
"1494097491041533955,Ibuprofen could increase heart attack risk – ‘May happen without warning’ https://t.co/lUEqr8ZoCx,",
"1494098219026063370,""O Ministro Fachin, ao lado de Barroso e Alexandre de Moraes, insulta a Rússia no dia em que o Presidente Putin recebe a visita do Presidente  Bolsonaro em Moscou. Inacreditável, inoportuno, inconcebível, antidemocrático. https://t.co/rufks3D4e8"",",
"1494097610608726022,The leading three women is enough to give anyone a HEART ATTACK. Phenomenal casting https://t.co/kjGQw7XRNe,",
"1494097489611403264,""Não citei três países: Moldávia, Geórgia e Ucrânia.\n\nOs três estão num limbo - até desejam fazer parte da OTAN, mas têm medo da briga com Moscou.\n\nDos três, ninguém representaria maior vulnerabilidade geográfica à Rússia, em caso de aliança com a OTAN, do que a Ucrânia. https://t.co/8quef6k81h"",",
"1494097489582235650,Australia is standing firm on its decision not to send troops to Europe as Russia threatens to invade Ukraine but will instead provide cyber support\n\nFormer National Security Adviser to the PM &amp; current Labor MP @PeterKhalilMP says we can't let Putin win\n\nhttps://t.co/aZ8cnk3asS,",
"1494099086915604487,""Ucrânia 🇺🇦: O secretário de estado americano A.Blinken declarou que a Rússia poderia estar fingindo sua retirada parcial de tropas na quarta-feira.\n\n""""Há uma diferença entre o que a Rússia diz e o que faz, e o que estamos vendo não é um retrocesso significativo” declarou Blinken."",",
"1494098638968078338,The final episode for Attack on Titan Final Season Part 2 will be delayed by a week https://t.co/xPGd33Tg2W,",
"1494097487686078469,""See?  Of course, Putin lied.  It’s what he does.  Sick mf.  &gt;&gt;US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback - CNN Politics https://t.co/b54dEWIwsi"",",PN
"1494097487484780550,We spoke to 7 ex-CIA and Pentagon experts. Here's what they say Putin wants in Ukraine. https://t.co/Nv2KKYNR1p,",
"1494097486541168647,""""""No caminho pelo  restabelecimento de nossa aposentadoria, muitas vezes, nos sentimos solitários e a desesperança invade nossa mente. 🥷🏻 Aposentado você não está só. """"""""Tamo Junto"""""""" nessa luta! @jdoriajr #DoriaNaoDecola"""""",",
"1494097486406950912,""@Eulavomeucarv Carluxo na Rússia significa que o Brasil tá mais avacalhado que a casa da mãe Joana. Brasil no fundo do poço, irrecuperável."",",
"1494097486390214658,""O motivo é simples: A Rússia está tão longe do Brasil q ela não representa uma ameaça estratégica. A relação econômica é limitada, mas ter relações políticas próximas com outras grandes potências como Moscou ajuda o Brasil a gerenciar sua relação altamente assimétrica com os EUA."",",
"1494098917159542790,Democracy is under attack. https://t.co/uNhCfjMlPE,",
"1494097486058856451,""@DiegoLo29234998 @ushouldbeontv @GlosLiveOnline @DiEM_25 @HowieHawkins @Underground_RT @RT_russian @RT_com @GeorgeSzamuely @Glenn_Diesen @LeeCamp Ukraine is not in NATO, boo. \nThey considered it 2014 &amp; decided nah. \nPutin yelping about NATO while amassing forces at Ukraine border is like little kid stealing from cookie jar while saying “It’s not me taking cookies, it’s Nicolai! He’s such a bad boy. Let’s punish him!”"",",
"1494099229043793921,""Ao contrário do que afirmava Barroso, Fachin diz que 'Justiça Eleitoral pode estar sob ataque hacker' https://t.co/3RdQ7XAmmc"",",
"1494097485295456263,@flaviocostaf Putin é master black belt enxadrista das galáxia,",
"1494097483034677248,@phoric_sunflowr Gash 1 is about to attack very hard 😂😂😂 \n#bbmzansi,",
"1494097481608708101,Biden giving Putin the green light to continue building their pipeline while he shut down our Keystone pipeline is all you need to know on his plan to negotiate with Russia.,",PN
"1494099256621219843,""Just noticed that the contested paragraph in this libel suit against US investigative journalist @ScottMStedman involves @George_Osborne’s boss, Oleg Deripaska. As a former Fleet Street editor, am sure he’d like to condemn this outrageous attack on free speech..that so, George? https://t.co/KdsXjmJzp9 https://t.co/ldV1GHZzo6"",",
"1494097479339745280,Is the relentless attack on our largest trading partner just plain dumb…or is it another manifestation of #ScottyTheCompletePsycho ? 🤷🏻‍♂️,",
"1494097477351264259,""#BREAKING: US official says Russia has moved up to 7,000 soldiers to Ukraine border over past few days"",",
"1494097477166845952,""2018 - Fortalecerei a lava Jato\n2020- Acabei com a lava jato\n2018 - Centrão só tem ladrão tô fora  \n2021 - Eu sou o centrão\n2018 - Todos os comunistas são canalhas\n2022 - Sou solidário a Rússia conte comigo na defesa, agricultura, gás e petróleo.  \n\nE ai gado! Quem mente mesmo?"",",
"1494097476885831680,Russia is adding more troops along the border with Ukraine up to 7000 🙏,",
"1494097476743270400,""Somos solidários à Rússia, diz Bolsonaro em encontro com Putin https://t.co/p1tQl8LltK"",",
"1494099197225799682,""Hoje é o dia do encontro entre Bolsonaro e Putin na Rússia – mesmo com as recomendações pelo adiamento diante das tensões na Ucrânia. Na melhor das hipóteses, essa viagem não vai dar em nada, mas é revoltante a mamata que essa turma gosta de fazer às custas do dinheiro do povo... https://t.co/gIsiJ518Ez"",",
"1494097475581497350,""US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback\nhttps://t.co/UbaNgjgaYX"",",
"1494097475237556226,""Just like the Obama Administration weaponized the IRS to attack us, they knowingly and willingly allowed the Clinton Campaign to spy on a President-elect.\n\nThe Obama Administration was one of the most corrupt White House's in American history."",",
"1494097600248754177,""How did Georgia Republicans celebrate #BlackHistoryMonth? By redistricting 3 Black Cobb County elected officials out of the communities that elected them. \n\nNot only is our right to vote under attack, they are also telling us our votes don’t matter. #gapol #LawlessLegislature"",",
"1494097474428051456,""@beyoncevision @davidmonrrealjr @PopCrave Oh what I love is how easily riled up her stans are. They've always been this way, but now I'm secure enough to not care what they think, thank God. It's ridiculous how someone will attack you for simply disagreeing with an artist they like, then lambast you for making a joke 😂"",",
"1494097473899569159,In the heart of new Moscow City's International Business Center towers stunning skyscrapers surrounded   #OfficeBuilding #Building #City #Town #Urban #Architecture #Metropolis #HighRise #Industrial #Modern #Russia #Moscow https://t.co/i9XQLu55yu,",
"1494099033224364033,Report: Renowned Mexican scientist pleads guilty in Miami to being an agent for Russia https://t.co/Wfcpbvs5uT,",
"1494098033218256898,""Impulsada por la valiente iniciativa de Martín Tetaz, Cristina Pérez hizo un pedido de informes para que el presidente indique si se entregó efectivamente al """"neocomunismo zarista"""" de Vladimir Putin. https://t.co/bldd5WuUw0"",",
"1494097471105945600,💫The final video with #TAEHYUNG congratulations from army from Russia and other CIS countries 🥳\n\nVideo filming did't take place in Belarus and Kazan due to bad weather conditions💨\n\n#TAEHYUNGDAY \n#Taehyungbirthday \n#taehyungbirthdaycongrats \n#Taehyungbirthday \n\n@BTS_twt https://t.co/k8EupYJnzV,",
"1494097470170619907,Biden Tells Putin What Trump Never Would: The US Will Defend Every Inch Of NATO Territory https://t.co/1GmxUoFoAF via @politicususa,",
"1494097468593786880,""@NastyaAhmed @MrSmithG2W1 Russia has soldiers in the crimean peninsula which they forcefully seized from Ukraine.\n\nSo yes, technically Putin has troops in Ukraine's territory right now."",",
"1494098661797769217,Bolsonaro conseguiu o apoio da Rússia para assento permanente no Conselho de Segurança da ONU e de quebra conseguiu a garantia de insumos para o agro brasileiro. \n\nMas o que você vai ver na imprensa é que o presidente não foi de sapato social.\n\nNa próxima eu ia de Rider…,",
"1494098746401083399,""Putin ensaiou um """"Muito Obrigado""""\n\nSerá que até o presidente ir embora ele aprende a falar """"BolsoMito 2022"""" ? https://t.co/IbmIfIx5Tt"",",
"1494099158776565761,""You can't call Democrats """"soft on crime"""" when the Republican Party is excusing the January 6 terror attack and a Republican Senator is blocking critical players in our legal system who prosecute human trafficking and violent crime. That is the height of hypocrisy. https://t.co/tka6dsqFU9"",",
"1494097466559729668,Jason Falinski is spending an entire second reading speech on a bill intended to secure Australia’s critical infrastructure from cyber attacks talking about @simonahac .\n\nIt’s very weird.\n\nAnd very telling about what is on his mind at the moment…,",
"1494098895797952514,They sure love Putin. https://t.co/S76xovTRW9,",
"1494097465771008001,""Ukraine: On Unity Day, Flags Convey Endurance, Defiance | https://t.co/IHZPYdDRfd https://t.co/o1Hkdn0h7K via @Newsmax"",",
"1494097465154449409,""@KofmanMichael It also stands to reason that within 72 hours of commencing an operation, Russia would try some trickery."",",
"1494097465003413508,""@JoeBiden, Come on, man. How would you know anything if either Susan Rice or Ron Klan didn’t put it in your teleprompter? Don’t you understand that YOU are a TOOL of China’s CCP and Russia’s Putin? You sold this country out when you became @barrockobama’s point man! Yeah, HUBRIS! https://t.co/X2OewgwHN3"",",
"1494097464663547904,Yes.  The Palestinian Wasp reports that the Big Guy spoke to Putin.  If Putin takes the heat off until after the elections\n\nHe'll let Russia take Ukraine &amp; throw in Taiwan 🇹🇼 \nfor China 🇨🇳 \n\nIf he gets the usual 25% https://t.co/cii2jAZix9,",
"1494097463833104384,#Russia https://t.co/iq9Aaeehqf,",
"1494097462910459913,@flferronato Três muleques de toga fizeram uma provocação a Rússia enquanto o PR Bolsonaro está lá são uns bostas.,",
"1494097461945810945,""@JimNastics2 @tori___g @ivarrkosto The truth is that in Russia, any girl from a poor family and a small town can train with the most famous coach in the country (not only Eteri), if she is talented, absolutely free. She won't pay for classes. Everyone has a chance."",",
"1494097461446692866,""@melaniejoly Maybe you forgot it, but Russia moved troops across its own land, not yours."",",
"1494098988345217024,🚨\n\nThe last time Putin gained an acre of land was under the Obama-Biden Administration in 2014.\n \nRussia didn’t go on this type of offense under President Trump.\n \n@RepBobGibbs &amp; @RichardGrenell discuss how President Biden’s weak foreign policy is inviting Russian aggression. 👇 https://t.co/qwlq1skeLI,",
"1494097460175818753,""Extra! Extra! Furo de reportagem: Bolso conseguiu """"persuadir"""" Putin de recuar ameaçando exportar para a Rússia o curso de """"homem sensível"""" ministrado pelo imitador de focas, e Putin reagiu alegando que perde a Ucrânia, mas jamais a masculinidade tóxica! Pode checar, Estadão!"",",
"1494097460150603778,""While Boris Johnson was being targeted by KGB, SVR &amp; FSB - some in New Labour like Mandelson were too close to Russia &amp; Lord Owen was key to persuading Gisela Stuart in join Vote Leave &amp; Lord Skidelsky as director of Golitsyno Moscow School hung out in Moscow with Norman Stone. https://t.co/1bZO43GzSe"",",
"1494097459341049856,Bozo na Rússia: Até lendo o cara fala besteira! (detalhe para a cara do Putin) https://t.co/wRwspXG6mL,",
