Num,Tweet,Label
1.4941E+18,Clinton’s cronies asked researchers to search internet data to establish an “inference” and “narrative” to tie President Trump to Russia. \n\nYou know what we call that? \n\nFraming someone.,
1.4941E+18,"JUST IN: The first digital Ruble transfer between two users was successful, the Bank of Russia reported!",
1.4941E+18,"Waukesha Parade Attack Suspect Pleads Not Guilty To 77 Criminal Charges, 6 Homicide Charges https://t.co/tOsWVK6kR1 https://t.co/62gmP0mMmd",
1.4941E+18,Watching #nbcnews. @LesterHoltNBC brings on @mitchellreports for some insight to the #RussiaUkraineCrisis . He asks - what will deter Russia? She answers - deterrence. #mindblown #JournalismIsDead,
1.4941E+18,"Doing a “beer review” live stream at 7pm cst tonight to talk the fall of Canada, covid no longer a “crisis” and the nothingburger that was Russia invading Ukraine. Open invite to any of y’all that wanna join/cohost with me.",
1.4941E+18,“Vereador do mundo”: internautas vão da piada à indignação com presença de Carluxo na Rússia https://t.co/K1HPP0CVPW,
1.4941E+18,"Russian opposition leader Alexei Navalny faces another bogus trial, as Putin draws the world’s attention to Ukraine and not his tyranny at home. https://t.co/6jR6LpyJtV via @WSJOpinion",
1.4941E+18,🚨Brasil 🇧🇷/ Rússia 🇷🇺: A Rússia confirmou que é a favor da inclusão do Brasil na lista de membros permanentes do Conselho de Segurança da ONU. A informação foi dada a jornalistas nesta quarta (16) pelo chanceler russo S. Lavrov após conversas com o chanceler brasileiro C. França,
1.4941E+18,"Just noticed that the contested paragraph in this libel suit against US investigative journalist @ScottMStedman involves @George_Osborne’s boss, Oleg Deripaska. As a former Fleet Street editor, am sure he’d like to condemn this outrageous attack on free speech..that so, George? https://t.co/KdsXjmJzp9 https://t.co/ldV1GHZzo6",
1.4941E+18,"During a working trip to Rivne region Volodymyr Zelensky checked the tactical exercises of the Armed Forces and inspected samples of weapons handed over to Ukraine by foreign partners. In particular, anti-tank missile systems #Javelin, #NLAW and #M141, missile system #Stinger https://t.co/tjBnMLp0es",
1.4941E+18,"BREAKING! Putin: US Wants To Put Hypersonic Missiles In Ukraine! Russia Has ""Nowhere To Retreat""!\n🤔👇\nhttps://t.co/dn6HAM9j4n",
1.4941E+18,"Na frente do Leão Putin o genocida miliciano virou gatinho, homenageou soldado comunista, fez uma bateria de testes de Covid-19 e até máscara usou. Quem te viu, quem te vê, hem bundão?",
1.4941E+18,"Eu vivi pra ver Bolsonaro, generais Ramos, Heleno e Braga Netto e os 3 chefes das FFAA batendo continência pro exército comunista da URSS 😂😂😂\n\nPutin mandou e eles obedeceram direitinho! Comente #BolsonaroComunista",
1.4941E+18,"While all eyes are on Russia and Ukraine, Trudeau has declared war on his fellow Canadians.",
1.4941E+18,@_jmarie94 @LawOfficer Fentanyl exposure or stroke/heart attack due to the Vax?,
1.4941E+18,@mbe1984 @EmbassyofRussia @mfa_russia https://t.co/CZYwAZIWJZ,
1.4941E+18,A celeuma sobre os memes de Bolsonaro na Rússia traduz a origem perversa do inquérito das fake news: uma piada boba vira uma campanha  política de mentiras.Seria engraçada a falta de senso de humor da justiça se ela não perseguisse e prendesse pessoas por sua burrice articulada,
1.4941E+18,"Parkland students, the white ones, never attack the Republican leadership who didn't give a fuck their school got shot up and their friends were murdered yet they have all this smoke for Democrats.",
1.4941E+18,"⚠️⚠️⚠️GENTE!!!!!!\n\nTODOS os inscritos na UFMG e UFG estão relatando casos de SEQUESTRO!\n\nO governo pega seus dados, invade sua casa, e leva voce e TODA A SUA FAMILIA! \n\nPOR FAVOR, NÃO BOTEM ESSAS FACULDADES NO SISU!!! PELO SEU PROPRIO BEM!😱😱😱",
1.4941E+18,Real Madrid will come out to play. They will attack PSG more. PSG will reply with counterattacks. The second leg is going to be so entertaining. 🔥,
1.4941E+18,"Enquanto Macron foi excluído e virou meme na foto da mesa, Putin ficou tão perto que sentiu o cheiro do cangote de Bolsonaro.\n\nNo final da comitiva ainda ensaiou um português e disse ""Muito Obrigado"".\n\nÉ o cara lá de novo até 2026! Mito",
1.4941E+18,"Pra vocês verem a sabujice. Macron e o chanceler alemão se recusaram a fazer 5 exames de COVID. Não quiseram dar seu DNA aos russos. Por isso a distância de Putin. Já o Coiso fez 5 PCRs, pôs máscara, ficou no hotel, tudo por uma foto. Melhorou a biografia dele, piorou a de Putin.",
1.4941E+18,Have Trump supporters read the Ukraine call transcript? @jordanklepper finds out: https://t.co/N9I4xStMx4 https://t.co/HmOjbuBG9s,
1.4941E+18,"@POTUS I speak for ALL Americans that we need mandatory vaccines NOW! Anyone that disobeys should be sent to an internment camp. However, this isn’t enough to eradicate Covid - we need a 1 year STRICT lockdown NOW!! If these don’t happen, my family of 8 and I will move to Russia!",
1.4941E+18,Деескалація ситуації поки що не спостерігається.\n#новости #новини \nhttps://t.co/4VlFoWg8jp,
1.4941E+18,@SpecialSitsNews He’s just been Putin us on,
1.4941E+18,"If Vladimir Putin did what Justin Trudeau has done to try and suppress the truckers, media and politicians across the western world would be condemning his actions right now.",
1.4941E+18,"Ahead of her visit to the UK, I updated @NanaiaMahuta on the current Russia-Ukraine situation.\n\nWe both agreed that it’s important for the international community to stand with Ukraine at this very difficult time. 🇬🇧 🇳🇿 https://t.co/ANsee8C5Ue",
1.4941E+18,Did @jkenney just say best place for a heart attack is a cab? Because your driver will likely be a doctor?\n\nThere is a lot to unpack there.\n#ableg\n#abpoli,
1.4941E+18,Anime: Attack on Titan https://t.co/KMAU5TZsZv,
1.4941E+18,"Trudeau spoke with Putin, but refused to speak with a delegation of truckers. https://t.co/NHM4JRZL51",
1.4941E+18,L' #Ukraine🇺🇦 mais aussi l'Europe 🇪🇺 peut dire merci à @EmmanuelMacron .... 💪,
1.4941E+18,"“It could come from anywhere - United States, Europe, from Ukraine itself”\n\nRussian Deputy UN Ambassador @Dpol_un tells @Peston it is unfair to blame Russia for the cyberattacks conducted on Ukraine emphasising how hard it is to really know the culprits of such attacks.\n\n#Peston https://t.co/pjMGo5oXsp",
1.4941E+18,"Barroso,\n""As urnas são invioláveis""..\n\nPF ""mentira, são é foram violadas""..\n\nMoraes ""Fachin, assuma até outubro""\n\nFachin ""Falo o que então""\n\nMORAES ""Aproveita a viagem de Bozo e diz que a Rússia nos hackeou""\n\nFachin ""Falo de qual modo? ""\n\nVamos nós 3, dará autenticidade.",
1.4941E+18,Vladimir Putin and President of Brazil Jair Bolsonaro made press statements following Russia-Brazil talks https://t.co/HGdvVMptEQ,
1.4941E+18,@marcorubio \nLIAR! You're such a LOSER! Sur up and climb back into your own Asshole. You're so full of Crap you STINK from New Mexico. Loser Rubio is grossly stupid. Go live in Russia 🪆,
1.4941E+18,EU keeps India informed about its assessment of situation in Ukraine https://t.co/S65lxRGqGs,
1.4941E+18,They attack Fox News when it’s Special Counsel John Durham they should be afraid of because he’s got the power to prosecute the whole bunch of them and it’s coming.,
1.4941E+18,"anyway, in this acc we accept stays that don’t know stuff and stays that confuse members and literally every stay that doesn’t attack or mock for unimportant things. if you disagree pls sb or hb me, idc.",
1.4941E+18,"Eu não falo de política aqui, mas hoje eu preciso saber o que o VAGABUNDO do Carlos Bolsonaro, que é VEREADOR no RJ, está fazendo na Rússia ?????",
1.4941E+18,“Putin deu as boas-vindas a Bolsonaro no Kremlin.  Bem diferente da conversa em longa mesa mantida por Putin com Macron e Scholz.”\n\nMais uma demonstração da crescente valorização e importância do Brasil no cenário internacional. https://t.co/qWJKZymOhr,
1.4941E+18,今回のウクライナ情勢を終始冷静に見ていたTTF欧州天然ガス先物価格が遂に70ドルの下値支持線を破り60ドル台に突入しました。WTI原油先物価格が95ドル付近まで上昇した今、プーチンは欧州天然ガス価格を無理して高騰させる必要はなくなりました。\nhttps://t.co/CG6511wQj2 https://t.co/vAyNTjQXcA,
1.4941E+18,"Thierry Baudet: ""I do think that that Putin has some kind of potential for leadership of the free world.""\n\nDe uitzending van Zembla in 2020 was al duidelijk over de vraag waar de loyaliteit van Baudet ligt. https://t.co/giXaDPsBmx",
1.4941E+18,Ive got a new @secretlabchairs on stream and so could you!\n\nI'm giving away a new Attack on Titan chair!\nTo enter:\n💫follow/RT this post\n💫follow @secretlabchairs \n\nComment why you could use a new gaming chair\n\nOne winner on 03/10\nor cop one for yourself: \nhttps://t.co/XYg0KwBp0f https://t.co/coKnS0xKKA,
1.4941E+18,@triflerose Hunter Biden involvement with Ukraine.,
1.4941E+18,El presinarco @IvanDuque amenaza a PUTIN con llevar a un concierto a UCRANIA a @Marbelle30 para que retire sus tropas.,
1.4941E+18,The same people who claimed Putin helped Trump steal the (2016) election are the very people who green lighted China to help Biden steal the (2020) election,
1.4941E+18,"Putin is scared of democracy in the same way the Republican Party is- because democracy means an end to their power, control, and influence.",UC
1.4941E+18,"@ChuckGrassley China Belt Road, corn, &amp; Russia's ambition to lead the world in agriculture. \n\nAgribusiness investments &amp; insider trading. #PetroYuan Gold sellouts and ETFs. \n\nhttps://t.co/NgqGu5GdR1",
1.4941E+18,"@TheBigBossPutin Ini baru pemimpin yang benar benar terhormat.wibawa ,kharismatic.konsisten.tidak mau di atur-atur para menterinya....semoga tuan putin di beri kesehatan umur panjang....Aamiin",
1.4941E+18,"For the far-right Oath Keepers, the January 6 Capitol attack was 'one battle in a larger war,' prosecutor says https://t.co/9rjZwAyC7w",
1.4941E+18,@SpaghettiKozak @farsa_twt @Szabadsag1956 @RedCharlotte_ Operation Flashpoint (I think I mentioned there's also a popular Ukraine war mod on vk),
1.4941E+18,"And remember, Beavis &amp; Butthead Trump were so stupid, they both confessed these sanctions-busting crimes in public around 2015. Qevin McCarthy said at a GOP event, that they KNOW Trump is paid by Putin\n\nThey all knew. Now they are caught. Deutsche Bank papers &amp; SCOTUS ruling.. https://t.co/b8im76DuOx https://t.co/2JmpoXsEdM",
1.4941E+18,"BREAKING: Ukraine President Zelensky says 'we are not afraid of anyone, 'we will defend ourselves' - @AFP",UC
1.4941E+18,O Carluxo tá lá da Rússia votando CONTRA um projeto de lei que institui o Dia de Combate às Notícias Falsas (Fake News) no calendário da Cidade do Rio.\n\nSignifica? #CarluxoMamateiro https://t.co/NWujMpldLQ,
1.4941E+18,Congratulations to 🇱🇹 friends and personally to President @GitanasNauseda on the Day of Restoration of the State! I appreciate the unwavering support for Ukraine and strategic partnership between our countries. We wish the Lithuanian people peace and prosperity #StrongerTogether,
1.4941E+18,"@GiTototito @VLADIMIR_CERRON Yo no confio en putin, siento que hizo sufrir mucho a su pueblo ruso, la gente de alla no lo quiere generalmente y ahora tiene problemas con el imperialista yanquee y Ucrania. Que Cerron se una a estas Alturas con un part de Rusia es que hay algo detras.",
1.4941E+18,Putin and the West  https://t.co/LXXLg1Ma14,
1.4941E+18,Tucker Carlson migt as well be a Putin/Kremlin payed propagandist!\nPerhaps he is. Via Murdoch? Who knows? https://t.co/ouKyOEAq43,
1.4941E+18,"Zacharowa (rzeczniczka MSZ FR): ""Chciałbym poprosić amerykańskie i brytyjskie media dezinformacyjne: Bloomberga, The New York Timesa i The Sun o opublikowanie harmonogramu nadchodzących rosyjskich inwazji na Ukrainę na bieżący rok. Chciałabym zaplanować wakacje""",
1.4941E+18,"On Nov. 4, 2020, #Ethiopia’s PM #AbiyAhmed started a “law enforcement operation” in #Tigray. Yet, what has ensued is a coordinated attack on #Tigray and its people. This genocidal war, which the 🇪🇹 govt. brands a domestic issue, was internationalized from its onset. https://t.co/K9alAjqyGc",
1.4941E+18,"Ao contrário do que afirmava Barroso, Fachin diz que 'Justiça Eleitoral pode estar sob ataque hacker' https://t.co/3RdQ7XAmmc",
1.4941E+18,See the world through Eren's eyes ✨ (via Attack on Titan Final Season) https://t.co/uDBJbkJcL9,
1.4941E+18,@paninitoo They only attack the deserving,
1.4941E+18,"@JoseMedeirosMT Deputado, será que o Putin não dorme esta noite?😂😂",
1.4941E+18,"Fosse eu o Putin, ia a um tribunal internacional e pediria provas do que facchin falou.\nProvas, provas. Ahhhh não tem?\nIndenização em euros por calúnia internacional.",
1.4941E+18,"🇧🇷🇷🇺 Após reunião com o Presidente russo Vladimir Putin, o Presidente da República Jair Bolsonaro participou, nesta quarta-feira (16/2), de encontro com o presidente da Duma do Estado (parlamento russo), o deputado Vyacheslav Volodin.\n\n📷: Alan Santos/PR https://t.co/avOSrbc2Na",
1.4941E+18,"@BaddCompani With help from Russia, Zuck stole FB from Winklevoss boys.\nBut don’t feel bad for them\nThey got what was behind Door  #2\nBitcoin https://t.co/tUjE5MN3kY",
1.4941E+18,#BolsonaroComunista #RussiaUkraineCrisis #Russia #BolsonaroEvitouAGuerra https://t.co/KSQK90OqkQ https://t.co/LknSHnXINa,
1.4941E+18,"But by setting up camp in Mali, Burkina Faso and Libya, Russia is now able to influence the conflicts, and refugee flows into Europe over the next 30 years.",
1.4941E+18,"Democracy is under attack, and voters in Miami are the targets | Editorial  https://t.co/HTy12GYStK",
1.4941E+18,"@HammerToe @CNN You’re right, they would never do that. Imagine if they said a sitting President had girls per on him and we was also in bed with Putin. Or (fill in one of numerous stories). https://t.co/ncLMzKPJWZ",
1.4941E+18,"Guess who is churning out the most coverage of the Canadian trucker protests? If you guessed #Russia's state media outlet RT, you're correct. https://t.co/AK1KZvQQZd",
1.4941E+18,"Kremlin File LIVE | Vladimir PUTSCHtin: January 6th and how Russia advances revolution | SEASON 2, EPISODE 5 https://t.co/sj8QwKylUQ",
1.4941E+18,"“Of course it’s important, Ukraine not joining Nato…but the picture is much bigger than Ukraine alone”\n\nRussian Deputy UN Ambassador @Dpol_un tells @Peston Ukraine joining Nato is not currently Russia’s biggest security concern.\n\n#Peston https://t.co/PYcDepPt18",
1.4941E+18,@Reseteo1789 En América les dimos armas reales y evitamos miles de casos de epilepsia.\n\nDicen que Putin jugaba al Age of Empires antes de decidir invadir Europa.\n\nPoca broma.,
1.4941E+18,Bolsonarovisky é sucesso até na Rússia! Esse é o nosso Presidente! Orgulho verde e amarelo! https://t.co/SkpcpzAkWs,
1.4941E+18,"people don’t talk about this enough and it’s faded a bit from collective memory, but solos have been exposed for running gc chains where they organize to attack, smear &amp; even report bts chart accs &amp; fanbases. their targets are often other member fbs, but they attack ot7s as well.",
1.4941E+18,Hillary Clinton é acusada de espionar Trump para reforçar teoria de 'conluio' com Rússia https://t.co/2C9Kk7GCWO,
1.4941E+18,Mexican scientist pleads guilty to spying on US for Russia #NewsBreak https://t.co/GevZvCEMoy,
1.4941E+18,"All external actors in the #TigrayGenocide are invited by @AbiyAhmedAli. #Eritrea, #Somalia, #UAE, #Turkey, #Iran #China #Russia. #AUEndTigrayGenocide #PresidentUhuruKenyatta @_AfricanUnion @AUC_MoussaFaki @PaulKagame @SecBlinken @JosepBorrellF https://t.co/ZOPzfqpRyF",
1.4941E+18,"Quando o assunto é Rússia, revela-se um pragmatismo geopolítico q se impõe sobre praticamente todas as divergências ideológicas internas no Brasil nas últimas décadas. Não importa se é FHC, Lula, Dilma, Temer ou Bolsonaro: todos buscaram manter relações cordiais com a Rússia 🧵👇 https://t.co/ALhYcry4UB",
1.4941E+18,🇺🇦 Le Haut Représentant @JosepBorrellF considère ce matin sur @franceinter que « la visite du président @EmmanuelMacron à #Moscou à marqué le début de la désescalade en #Ukraine » !\n#7/9Inter\n#5ansdeplus https://t.co/yzsL10MbBY,
1.4941E+18,"@Angry_Staffer Wait, Putin lied? Trump’s buddy? A liar?\n\nWho’da thunk it?",
1.4941E+18,https://t.co/bIAzwS2cM6,
1.4941E+18,@TorranceEddie Great and very rational question. It was a-scam and the number of deaths from #Covid are lies. Because the hospitals made money when an individuals death can be “tied to Covid”. Even if the died from a car accident or gunshot or heart attack or stroke. Look it up. It’s a lie.,
1.4941E+18,"@FightingForDem7 @bossert_l @ericgarland Of all the valid criticism or @ericgarland , accusations of his being paid off, are well off the mark\n\nHe has a job, that pays him, quite well, I'd believe\nThese posts he's been making for years are all there to decide whether to accept or dispute\n""Russia stuff"" is pre 2016-now",
1.4941E+18,The injunction hearing being delayed means at least another day of lawyer's time. We're only a small union fighting back against wealthy bosses with millions in reserves. Please give what you can to support our fight to defend the right to strike! ✊🏾 https://t.co/ze0dqNc0Ww https://t.co/dnNqh3vd4w,
1.4941E+18,Am Mittwoch beginnt der #Krieg? Wie leichtfertig deutsche Medien #CIA-Narrativ zu Ukraine übernehmen https://t.co/ILtGbdtuGW,
1.4941E+18,Putin's Ukraine Strategy https://t.co/Uqd25hHRDc,
1.4941E+18,"President Biden has ordered that Trump White House visitor logs be released to lawmakers probing the Jan. 6 attack on the U.S. Capitol.\n\nThe former president had fought to withhold those records, citing executive privilege. https://t.co/KS5DIvofpZ https://t.co/o6xkX7Vgoe",
1.4941E+18,"Apesar de Fachim, Barroso e Moraes presentes, afirmar que na Rússia existem muitos hackers, foi um cidadão português de 19 anos, quem invadiu o ""poderoso"" sistema do TSE. No entanto, o militante do PT, finge que não lembra.",
1.4941E+18,"And the sad fact is … those implicated will never face any type of retribution. 🤬\n\n“But make no mistake – this story is a bombshell, potentially bigger than Watergate, that should reverberate far beyond the next election.”\n\nhttps://t.co/qfdMPEtdVH",
1.4941E+18,Watching @peston @itvpeston #peston When @NATO was ready to go into #Syria to keep the peace this was vetoed by Britain. The Tories have a long track record of appeasing Putin @LibDems @ALDC @PenrithBorderLD @libdemlocalgov @euromove @TheNewEuropean @38_degrees @UnlockDemocracy,
1.4941E+18,E o Putin ordenou retirada da força bem no dia que Biden falou que ele ia atacar.\nBobinho ele não é né?,
1.4941E+18,"This is akin to Joe bragging about his “gangsta” act of extortion upon Ukraine when he threatened withholding foreign aid unless they fired a prosecutor looking into his son’s employer. Why applaud this obnoxious, arrogant behavior? https://t.co/T34FRevERP",
1.4941E+18,"Após o presidente REALMENTE achar que fez a Rússia desistir do conflito com a Ucrânia, o Sensacionalista encerra temporariamente suas atividades e retorna em um momento em que a concorrência seja menos predatória. Obrigado.\n\nps: percebam o ato falho no início da fala. https://t.co/GVHxglzFBn",
1.4941E+18,@maxkeiser You’d know you have a direct line to Putin right 😉,
1.4941E+18,@Internet_Dood23 Ayy we don't want you get a heart attack we barely got onto each other again pls XD,
1.4941E+18,Probably bringing military aid to Ukraine due to the fact that it’s avoiding German airspace #russia #Ukraine #AvGeek https://t.co/tzKMZcYTXQ,
1.4941E+18,"Donald Trump has been proven right again. He said the Russian collusion accusation was a hoax, and now it’s been proven. For 2 years the American people endured lie after lie put forth by the media, and Hillary Clinton’s campaign was behind it all. https://t.co/sUxGr3y3Ju",
1.4941E+18,"Whenever you see the phrase “Russia says”, whatever comes next is bullshit. https://t.co/qpgVQH4whh",
1.4941E+18,-Ще не вмерли України ні слава ні вол\nWOLNA I SUWERENNA #Ukraina #Ukraine!🇺🇦🌻🇺🇦🌻🇺🇦🌻🇺🇦🌻🇵🇱🇪🇺🇺🇦🌻🇺🇦🌻🇺🇦🌻🇺🇦🌻🇺🇦🌻 \n🇺🇦 🌻Thanks for📸Maillard @lemaillardpoete · ©Maillard - WELCOME!\n\n&amp; ´´УКРАЇНСЬКЕ НЕБО´´ - ´´UKRAINIAN SKY´´\n\n@Tothjorch @jeremasbizantin https://t.co/CDhdN9K98E https://t.co/l2bmgM8nID,
1.4941E+18,Venezuela e Rússia concordam em fortalecer laços bilaterais\n\n A Venezuela expressa apoio irrestrito à Rússia em meio ao conflito pela Ucrânia.\n\nLeia: https://t.co/cHKh5RCpzQ https://t.co/mEvf4ZYcga,
1.4941E+18,@CarlaZambelli38 @jairbolsonaro E o macron especialmente deve ter adorado ver a cena do putin com o presidente q virou as costas pra ele!,
1.4941E+18,"Hoje é o dia do encontro entre Bolsonaro e Putin na Rússia – mesmo com as recomendações pelo adiamento diante das tensões na Ucrânia. Na melhor das hipóteses, essa viagem não vai dar em nada, mas é revoltante a mamata que essa turma gosta de fazer às custas do dinheiro do povo... https://t.co/gIsiJ518Ez",
1.4941E+18,"🇷🇺 A mídia ocidental se esforçou para desencadear a guerra na Ucrânia - Ministério das Relações Exteriores da Rússia. \n\n“Pela primeira vez na história da humanidade, não apenas um país supostamente agressor, mas também um país vítima em potencial na mídia americana...+ https://t.co/ULIW8JAqcl",
1.4941E+18,@James22908276 @Reuters Enjoy yourself with J. McCain enticing protesters in Ukraine. Imagine if Russian politicians went to Canada to entice and give the truckers some food and water like yours did in Ukraine. It's enough man\n\nhttps://t.co/UxD7L3jVFb,UC
1.4941E+18,@yelkcoh @AxeDane @MMFlint What else would explain the massive troop presence along the border (while potential Ukraine NATO membership appears to be the primary source of dispute and ongoing negotiations)…why are they even negotiating with Russia if there is no issue? 🤷‍♂️,
1.4941E+18,Vereador Carluxo na Rússia!\nEleito só pra viver na mamata com o nosso dinheiro.\nO Rio de Janeiro tem consciência disso??\nE SP tem consciência de que elegeu Eduardo Bolsonaro que mora no RJ ?\nFez o que por SP?\nGente do céu...como assim? https://t.co/foETKWjMls,
1.4941E+18,"The time has come for democratic governments around the globe to bar ex-leaders from becoming symbolic henchmen in the spread of kleptocratic dictatorship worldwide, write @cjcmichel and @BLSchmitt. https://t.co/52j4HBRvSI",
1.4941E+18,Presidente Bolsonaro critica Fachin por fala contra Putin e Rússia. https://t.co/iH2hdERPQo,
1.4941E+18,"A cyber attack was also attempted on the Ukrainian state security service but it was prevented, a Ukrainian official has said",
1.4941E+18,Happy Birthday once again Baban Kaduna. This picture was taken tonight after a long day at work along with the the younger ones of the family. Ibrahim El-Rufai carrying Anas teen El-Rufai as Rabi’a and Siddique El-Rufai strategise their next attack on his cake. Blessing YE. https://t.co/Pr1qtR1Rzc,
1.4941E+18,"@AFPespanol No van a soltarlo hasta que se retire. Y no se ha retirado, porque aunque fracasó en todos sus intentos, Europa está unida en la OTAN contra ella, Putin tiene que parecer duro aún porque sabe lo que se le viene dentro de Rusia. Tiene demasiadas deudas pendientes. Es lo que teme",
1.4941E+18,In the last couple of days in Ireland we've had the state broadcaster do an attack peice on the opposition and a level member of a government party threaten the funding of a civil society which serves the interests of women...\n\nThis is sinister behaviour.\n\n#chilling,
1.4941E+18,BREAKING: SHEIKH JARRAH IS UNDER ATTACK FOR THE 5TH NIGHT IN A ROW. \n\nShare this news &amp; raise your voice loud for Palestine. Our resistance continues until Palestine is free. ⬇️\n\n#SaveSheikhJarrah https://t.co/pLTTCmwl1k,
1.4941E+18,"GENTE!!!!\nTODOS os inscritos em LETRAS na ufmg estão relatando casos de SEQUESTRO! \nO governo pega seus dados, invade sua casa, e leva voce e TODA A SUA FAMILIA! \nPOR FAVOR, NÃO BOTEM ESSE CURSO NO SISU!!! PELO SEU PROPRIO BEM!",
1.4941E+18,PUTIN IS A LYING SACK OF SHIT. #Putin,DN
1.4941E+18,8 killed as gunmen attack Omuma-Uzo market in Abia https://t.co/DuToEUsINt,
1.4941E+18,"O Ministro Fachin, ao lado de Barroso e Alexandre de Moraes, insulta a Rússia no dia em que o Presidente Putin recebe a visita do Presidente  Bolsonaro em Moscou. Inacreditável, inoportuno, inconcebível, antidemocrático. https://t.co/pXcO3VLl5k",
1.4941E+18,"Viagem necessária: Sergio Moro criticou a viagem presidencial à Rússia, falando em “constrangimento” dos diplomatas. Moro não aprendeu nada. A viagem, ao contrário do que ele imagina, é um triunfo da diplomacia brasileira. #ColunaCH #DiarioDoPoder",
1.4941E+18,I'm not concerned about the situation in Ukraine.\nI'm concerned about the situation in Canada.,
1.4941E+18,"Alex Saab de la DEA?...Y seguro q Diosdado Cabello del cartel de los soles, Vladimir Padrino un agente de la CIA, la Revolución Bolivariana fue un plan del Norte y Chávez un invento de EEUU....a y que Biden es mas arrecho q Putin.\n\nEstos gringos y sus historias pa Neflix",
1.4941E+18,Hillary Rodham Clinton was the mastermind behind the Trump-Russia HOAX and almost everyone in the mainstream media is trying to figure out how to NOT report it. That tells you everything you need to know about the media.,
1.4941E+18,@JoostBroekers Putin is allergic to soy.,
1.4941E+18,"U.S. and Russian aircraft flew dangerously close to each other in three separate incidents over the Mediterranean Sea, including one in which they came within five feet of each other, defense officials said https://t.co/QoPwhT6ErU",
1.4941E+18,"@rckmachado @planalto @ItamaratyGovBr @DefesaGovBr @Minas_Energia @Mapa_Brasil @embaixadarussa @KremlinRussia_E @mfa_russia @MID_RF Aiiin mas e as funções de vereador? os caras estão fazendo votações remotas, tanto faz ele esta no Rio ou na Russia, ademais como eu ja afirmei acima só alguem muito sem noção para não perceber que a função de ser o braço direito do presidente é muito mais importante.",
1.4941E+18,"Watch @SaraGonzalesTX, @glennbeck, and @seanspicer answer if the Ukraine conflict matters.\n\n""To the average American I don't think it does, long-term it really does, because we look so weak right now if he takes Ukraine.""-@glennbeck \n\n'The News And Why It Matters' https://t.co/F2HaPEi7bG",
